Food code;Main food description;WWEIA Category number;WWEIA Category description;Energy;Protein;Carbohydrate;Total Fat;Calcium;Iron
11100000;Milk, NFS;1004;Milk, reduced fat;52;3,33;4,83;2,14;125;0
11111000;Milk, whole;1002;Milk, whole;61;3,27;4,63;3,2;123;0
11112110;Milk, reduced fat (2%);1004;Milk, reduced fat;50;3,36;4,9;1,9;126;0
11112210;Milk, low fat (1%);1006;Milk, lowfat;43;3,38;5,18;0,95;126;0
11113000;Milk, fat free (skim);1008;Milk, nonfat;34;3,43;4,92;0,08;132;0
11114300;Milk, lactose free, low fat (1%);1006;Milk, lowfat;43;3,38;5,18;0,95;126;0
11114320;Milk, lactose free, fat free (skim);1008;Milk, nonfat;34;3,43;4,92;0,08;132;0
11114330;Milk, lactose free, reduced fat (2%);1004;Milk, reduced fat;50;3,36;4,9;1,9;126;0
11114350;Milk, lactose free, whole;1002;Milk, whole;61;3,27;4,63;3,2;123;0
11115300;Buttermilk;1002;Milk, whole;43;3,46;4,81;1,08;120;0,01
11115400;Kefir;1006;Milk, lowfat;52;3,59;7,48;0,96;124;0,04
11116000;Goat milk;1002;Milk, whole;69;3,56;4,45;4,14;134;0,05
11120000;Milk, dry, reconstituted, nonfat;1008;Milk, nonfat;32;3,2;4,6;0,07;114;0,03
11121100;Milk, dry, reconstituted, whole;1002;Milk, whole;76;4,01;5,86;4,08;142;0,07
11210050;Milk, evaporated, NS as to fat content;1002;Milk, whole;134;6,81;10,04;7,56;261;0,19
11211050;Milk, evaporated, whole;1002;Milk, whole;134;6,81;10,04;7,56;261;0,19
11211400;Milk, evaporated, reduced fat (2%);1004;Milk, reduced fat;92;7,42;11,15;1,96;285;0,28
11212050;Milk, evaporated, fat free (skim);1008;Milk, nonfat;78;7,55;11,35;0,2;290;0,29
11220000;Milk, condensed, sweetened;1202;Flavored milk, whole;321;7,91;54,4;8,7;284;0,19
11300100;Non-dairy milk, NFS;1902;Plant-based milk;31;1,14;3,04;1,6;153;0,32
11320000;Soy milk, sweetened;1902;Plant-based milk;53;3,41;5,22;2,05;97;0,52
11320100;Soy milk, unsweetened;1902;Plant-based milk;38;3,55;1,29;2,12;101;0,54
11321000;Soy milk, chocolate;1902;Plant-based milk;64;3,35;8,32;2,03;94;0,55
11350000;Almond milk, sweetened;1902;Plant-based milk;30;0,53;4,31;1,18;166;0,28
11350010;Almond milk, chocolate;1902;Plant-based milk;43;0,57;7,44;1,2;161;0,31
11350020;Almond milk, unsweetened;1902;Plant-based milk;15;0,55;0,34;1,22;173;0,29
11350040;Almond milk, NFS;1902;Plant-based milk;20;0,54;1,53;1,21;171;0,29
11360000;Rice milk;1902;Plant-based milk;47;0,28;9,17;0,97;118;0,2
11360200;Oat milk;1902;Plant-based milk;45;0,66;5,37;2,33;155;0,21
11370000;Coconut milk;1902;Plant-based milk;31;0,21;2,92;2,08;188;0,3
11400000;Yogurt, NFS;1820;Yogurt, regular;94;6,67;10,22;2,87;136;0,07
11400010;Yogurt, Greek, NS as to type of milk or flavor;1822;Yogurt, Greek;91;9,11;10,78;1,33;100;0,12
11410000;Yogurt, NS as to type of milk or flavor;1820;Yogurt, regular;93;4,57;15,69;1,34;160;0,14
11411010;Yogurt, NS as to type of milk, plain;1820;Yogurt, regular;63;5,25;7,04;1,55;183;0,08
11411100;Yogurt, whole milk, plain;1820;Yogurt, regular;78;3,82;5,57;4,48;127;0
11411200;Yogurt, low fat milk, plain;1820;Yogurt, regular;63;5,25;7,04;1,55;183;0,08
11411300;Yogurt, nonfat milk, plain;1820;Yogurt, regular;50;4,23;8,08;0,09;167;0
11411390;Yogurt, Greek, NS as to type of milk, plain;1822;Yogurt, Greek;67;10,2;3,6;1,36;110;0,07
11411400;Yogurt, Greek, whole milk, plain;1822;Yogurt, Greek;94;8,78;4,75;4,39;111;0
11411410;Yogurt, Greek, low fat milk, plain;1822;Yogurt, Greek;67;10,2;3,6;1,36;110;0,07
11411420;Yogurt, Greek, nonfat milk, plain;1822;Yogurt, Greek;59;10,3;3,64;0,37;111;0,07
11430000;Yogurt, NS as to type of milk, fruit;1820;Yogurt, regular;93;4,57;15,69;1,34;160;0,14
11431000;Yogurt, whole milk, fruit;1820;Yogurt, regular;106;3,34;14,43;3,86;112;0,07
11432000;Yogurt, low fat milk, fruit;1820;Yogurt, regular;93;4,57;15,69;1,34;160;0,14
11433000;Yogurt, nonfat milk, fruit;1820;Yogurt, regular;46;3,64;7,64;0,08;144;0
11433990;Yogurt, Greek, NS as to type of milk, fruit;1822;Yogurt, Greek;91;9,11;10,78;1,33;100;0,12
11434000;Yogurt, Greek, whole milk, fruit;1822;Yogurt, Greek;114;7,85;11,8;3,91;101;0,05
11434010;Yogurt, Greek, low fat milk, fruit;1822;Yogurt, Greek;91;9,11;10,78;1,33;100;0,12
11434020;Yogurt, Greek, nonfat milk, fruit;1822;Yogurt, Greek;83;9,21;10,81;0,34;101;0,12
11434090;Yogurt, NS as to type of milk, flavors other than fruit;1820;Yogurt, regular;82;4,51;13,02;1,36;158;0,07
11434100;Yogurt, whole milk, flavors other than fruit;1820;Yogurt, regular;95;3,28;11,76;3,88;109;0
11434200;Yogurt, low fat milk, flavors other than fruit;1820;Yogurt, regular;82;4,51;13,02;1,36;158;0,07
11434300;Yogurt, nonfat milk, flavors other than fruit;1820;Yogurt, regular;47;3,64;7,94;0,08;144;0
11435000;Yogurt, Greek, NS as to type of milk, flavors other than fruit;1822;Yogurt, Greek;81;9,07;8,18;1,34;98;0,06
11435010;Yogurt, Greek, whole milk, flavors other than fruit;1822;Yogurt, Greek;104;7,81;9,21;3,92;99;0
11435020;Yogurt, Greek, low fat milk, flavors other than fruit;1822;Yogurt, Greek;81;9,07;8,18;1,34;98;0,06
11435030;Yogurt, Greek, nonfat milk, flavors other than fruit;1822;Yogurt, Greek;73;9,17;8,22;0,34;99;0,06
11435100;Yogurt, Greek, with oats;1822;Yogurt, Greek;149;9,22;20,02;3,67;89;0,66
11436000;Yogurt, liquid;1820;Yogurt, regular;74;3,65;12,55;1,07;129;0,11
11436100;Yogurt tube;1820;Yogurt, regular;81;4,34;13,68;1,03;156;0,1
11440010;Chipotle dip, yogurt based;8412;Dips, gravies, other sauces;189;7,93;3,33;15,99;92;0,09
11440030;Onion dip, yogurt based;8412;Dips, gravies, other sauces;160;6,82;4,06;12,91;93;0,08
11440040;Ranch dip, yogurt based;8412;Dips, gravies, other sauces;195;8,48;4,13;16,09;114;0,29
11440050;Spinach dip, yogurt based;8412;Dips, gravies, other sauces;159;7,02;3,59;12,96;103;0,21
11440060;Tzatziki dip;8412;Dips, gravies, other sauces;91;5,22;4,1;6;70;0,03
11440070;Vegetable dip, yogurt based;8412;Dips, gravies, other sauces;191;8,16;3,76;16,03;103;0,29
11446000;Yogurt parfait, with fruit;1820;Yogurt, regular;104;5,25;16,08;2,18;86;0,43
11459990;Frozen yogurt, NFS;5802;Ice cream and frozen dairy desserts;127;3;21,6;3,6;100;0,46
11460000;Frozen yogurt, vanilla;5802;Ice cream and frozen dairy desserts;127;3;21,6;3,6;100;0,46
11460100;Frozen yogurt, chocolate;5802;Ice cream and frozen dairy desserts;131;3;21,6;3,6;100;0,46
11460500;Frozen yogurt, soft serve, vanilla;5802;Ice cream and frozen dairy desserts;159;4;24,2;5,6;143;0,3
11460510;Frozen yogurt, soft serve, chocolate;5802;Ice cream and frozen dairy desserts;160;4,31;24,87;5,76;143;0,57
11461200;Frozen yogurt sandwich;5802;Ice cream and frozen dairy desserts;204;3,9;34,38;6,25;83;1,35
11461210;Frozen yogurt bar, vanilla;5802;Ice cream and frozen dairy desserts;127;3;21,6;3,6;100;0,46
11461220;Frozen yogurt bar, chocolate;5802;Ice cream and frozen dairy desserts;131;3;21,6;3,6;100;0,46
11461250;Frozen yogurt cone, chocolate;5802;Ice cream and frozen dairy desserts;142;3,2;23,9;3,73;97;0,59
11461260;Frozen yogurt cone, vanilla;5802;Ice cream and frozen dairy desserts;139;3,2;23,9;3,73;97;0,59
11461300;Frozen yogurt cone, vanilla, waffle cone;5802;Ice cream and frozen dairy desserts;143;3,29;25,28;3,61;97;0,69
11461320;Frozen yogurt cone, chocolate, waffle cone;5802;Ice cream and frozen dairy desserts;147;3,29;25,28;3,61;97;0,69
11480000;Baby Toddler food, NFS;9007;Baby food: mixtures;75;4,9;9,08;2,15;23;0,62
11480010;Baby Toddler yogurt, plain;9010;Baby food: yogurt;78;3,82;5,57;4,48;127;0
11480100;Baby Toddler yogurt, with fruit;9010;Baby food: yogurt;98;3,48;11,9;4,04;116;0,05
11511000;Chocolate milk, NFS;1206;Flavored milk, lowfat;65;3,44;10,98;0,83;128;0,24
11511100;Chocolate milk, whole;1202;Flavored milk, whole;83;3,17;10,34;3,39;112;0,24
11511200;Chocolate milk, reduced fat (2%);1204;Flavored milk, reduced fat;76;2,99;12,13;1,9;109;0,24
11511300;Chocolate milk, fat free (skim);1208;Flavored milk, nonfat;67;3,39;13,46;0;127;0,27
11511400;Chocolate milk, low fat (1%);1206;Flavored milk, lowfat;64;3,46;10,15;1,11;129;0,23
11511550;Chocolate milk, reduced sugar, NFS;1206;Flavored milk, lowfat;65;3,09;8,56;1,99;111;0
11512005;Hot chocolate / cocoa, NFS;1206;Flavored milk, lowfat;72;1,82;13,9;1,04;61;0,08
11512010;Hot chocolate / cocoa, made with whole or reduced fat (2%) milk;1204;Flavored milk, reduced fat;91;2,73;16,53;1,54;102;0
11512020;Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk;1208;Flavored milk, nonfat;78;2,79;16,55;0,06;107;0
11512030;Hot chocolate / cocoa, made with non-dairy milk;1902;Plant-based milk;76;0,93;15,02;1,3;124;0,26
11512100;Hot chocolate / cocoa, with whipped cream;1204;Flavored milk, reduced fat;101;2,7;16,25;2,8;101;0
11513380;Chocolate milk, Nesquik, NS as to type of milk;1204;Flavored milk, reduced fat;74;3,41;10,09;2,15;146;0
11513385;Chocolate milk, Nesquik, made with non-dairy milk;1902;Plant-based milk;54;1,35;8,41;1,64;172;0,3
11513801;Chocolate milk, reduced sugar, whole;1202;Flavored milk, whole;73;3,04;8,38;2,92;109;0
11513802;Chocolate milk, reduced sugar, reduced fat (2%);1204;Flavored milk, reduced fat;63;3,11;8,62;1,78;112;0
11513803;Chocolate milk, reduced sugar, low fat (1%);1206;Flavored milk, lowfat;57;3,13;8,87;0,95;112;0
11513804;Chocolate milk, reduced sugar, fat free (skim);1208;Flavored milk, nonfat;49;3,18;8,64;0,19;117;0
11514100;Hot chocolate / cocoa, dry mix, made with water;1208;Flavored milk, nonfat;54;0,9;11,27;0,54;20;0,16
11514110;Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk;1204;Flavored milk, reduced fat;97;3,81;15,51;2,18;127;0,16
11514130;Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk;1208;Flavored milk, nonfat;83;3,87;15,53;0,61;132;0,16
11514150;Hot chocolate / cocoa, dry mix , made with non-dairy milk;1902;Plant-based milk;81;1,88;13,9;1,92;150;0,44
11514160;Hot chocolate / cocoa, dry mix, made with water, with whipped cream;1204;Flavored milk, reduced fat;65;0,94;11,2;1,83;22;0,15
11514310;Hot chocolate / cocoa, dry mix, reduced sugar, made with water;1208;Flavored milk, nonfat;31;1,26;5,87;0,24;50;0,4
11514320;Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk;1204;Flavored milk, reduced fat;77;4,35;10,37;1,99;163;0,4
11514325;Hot chocolate / cocoa, reduced sugar, made with non-dairy milk;1902;Plant-based milk;54;1,19;8,92;1,48;126;0,26
11514330;Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk;1204;Flavored milk, reduced fat;69;2,99;10,44;1,73;105;0
11514340;Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk;1208;Flavored milk, nonfat;62;4,41;10,39;0,32;168;0,4
11514350;Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk;1208;Flavored milk, nonfat;56;3,05;10,45;0,25;109;0
11514360;Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk;1902;Plant-based milk;59;2,31;8,66;1,72;188;0,7
11519040;Strawberry milk, NFS;1204;Flavored milk, reduced fat;65;3,2;8,54;2,06;121;0,02
11519050;Strawberry milk, whole;1202;Flavored milk, whole;86;3,03;11,79;2,97;114;0,03
11519105;Strawberry milk, reduced fat (2%);1204;Flavored milk, reduced fat;71;3,16;10,7;1,8;118;0,03
11519200;Strawberry milk, low fat (1%);1206;Flavored milk, lowfat;69;3,13;12,3;0,89;117;0,03
11519205;Strawberry milk, fat free  (skim);1208;Flavored milk, nonfat;61;3,18;12,06;0,09;122;0,03
11519210;Strawberry milk, reduced sugar;1206;Flavored milk, lowfat;59;3,27;6,72;2,1;123;0,01
11526000;Milk, malted;1204;Flavored milk, reduced fat;66;3,19;8,64;2,05;159;0,71
11531000;Eggnog;1402;Milk shakes and other dairy drinks;88;4,55;8,05;4,19;130;0,2
11541110;Milk shake, home recipe, chocolate;1402;Milk shakes and other dairy drinks;120;3,47;13,53;6,14;118;0,35
11541120;Milk shake, home recipe, flavors other than chocolate;1402;Milk shakes and other dairy drinks;113;3,35;11,39;5,98;125;0,03
11541130;Milk shake, home recipe, chocolate, light;1402;Milk shakes and other dairy drinks;97;3,99;12,93;3,31;138;0,26
11541135;Milk shake, home recipe, flavors other than chocolate, light;1402;Milk shakes and other dairy drinks;92;3,88;13,83;2,33;138;0,07
11541400;Milk shake with malt;1402;Milk shakes and other dairy drinks;125;3,76;13,64;6,11;131;0,06
11542100;Milk shake, fast food, chocolate;1402;Milk shakes and other dairy drinks;150;3,7;20,36;6,66;115;0,73
11542200;Milk shake, fast food, flavors other than chocolate;1402;Milk shakes and other dairy drinks;148;3,37;19,59;6,52;115;0,46
11543000;Milk shake, bottled, chocolate;1402;Milk shakes and other dairy drinks;150;3,7;20,36;6,66;115;0,73
11543010;Milk shake, bottled, flavors other than chocolate;1402;Milk shakes and other dairy drinks;148;3,37;19,59;6,52;115;0,46
11551050;Licuado or Batido;7220;Smoothies and grain drinks;75;2,33;13,15;1,45;83;0,04
11553100;Fruit smoothie, NFS;7220;Smoothies and grain drinks;66;2,32;11,98;1,1;80;0,19
11553110;Fruit smoothie, with whole fruit and dairy;7220;Smoothies and grain drinks;66;2,32;11,98;1,1;80;0,19
11553120;Fruit smoothie, with whole fruit and dairy, added protein;7220;Smoothies and grain drinks;79;7,35;10,04;1,24;115;0,28
11553130;Fruit smoothie juice drink, with dairy;7220;Smoothies and grain drinks;65;0,86;15,05;0,14;20;0,14
11560000;Chocolate milk drink;1402;Milk shakes and other dairy drinks;49;0,64;10,68;0,4;100;0,33
11710000;Infant formula, NFS;9404;Formula, prepared from powder;66;1,38;7,12;3,56;51;1,19
11710030;Infant formula, Similac, NFS;9404;Formula, prepared from powder;65;1,37;6,9;3,6;52;1,18
11710051;Infant formula, Similac Alimentum, ready-to-feed;9402;Formula, ready-to-feed;67;1,8;6,77;3,63;69;1,18
11710056;Infant formula, Similac Alimentum, powder, made with water;9404;Formula, prepared from powder;67;1,8;6,77;3,63;69;1,18
11710351;Infant formula, Similac Advance, ready-to-feed;9402;Formula, ready-to-feed;66;1,37;6,87;3,62;51;1,19
11710357;Infant formula, Similac Advance, powder, made with tap water;9404;Formula, prepared from powder;66;1,37;6,87;3,62;54;1,19
11710358;Infant formula, Similac Advance, powder, made with bottled water;9404;Formula, prepared from powder;66;1,37;6,87;3,62;60;1,19
11710359;Infant formula, Similac Advance, powder, made with baby water;9404;Formula, prepared from powder;66;1,37;6,87;3,62;51;1,19
11710371;Infant formula, Similac Sensitive, ready-to-feed;9402;Formula, ready-to-feed;65;1,4;6,99;3,53;55;1,17
11710377;Infant formula, Similac Sensitive, powder, made with tap water;9404;Formula, prepared from powder;65;1,4;6,99;3,53;57;1,17
11710378;Infant formula, Similac Sensitive, powder, made with bottled water;9404;Formula, prepared from powder;65;1,4;6,99;3,53;63;1,17
11710379;Infant formula, Similac Sensitive, powder, made with baby water;9404;Formula, prepared from powder;65;1,4;6,99;3,53;55;1,17
11710381;Infant formula, Similac for Spit-Up, ready-to-feed;9402;Formula, ready-to-feed;65;1,38;6,9;3,48;54;1,17
11710383;Infant formula, Similac for Spit-Up, powder, made with water;9404;Formula, prepared from powder;65;1,38;6,9;3,48;54;1,17
11710481;Toddler formula, Similac Go and Grow;9404;Formula, prepared from powder;58;1,73;5,87;3,11;112;1,15
11710605;Infant formula, Enfamil, NFS;9404;Formula, prepared from powder;66;1,43;7,36;3,49;51;1,19
11710631;Infant formula, Enfamil Infant, ready-to-feed;9402;Formula, ready-to-feed;66;1,4;7,38;3,49;50;1,19
11710637;Infant formula, Enfamil Infant, powder, made with tap water;9404;Formula, prepared from powder;66;1,4;7,38;3,49;53;1,19
11710638;Infant formula, Enfamil Infant, powder, made with bottled water;9404;Formula, prepared from powder;66;1,4;7,38;3,49;59;1,19
11710639;Infant formula, Enfamil Infant, powder, made with baby water;9404;Formula, prepared from powder;66;1,4;7,38;3,49;50;1,19
11710661;Infant formula, Enfamil AR, ready-to-feed;9402;Formula, ready-to-feed;65;1,6;7,43;3,24;50;1,18
11710669;Infant formula, Enfamil AR, powder, made with water;9404;Formula, prepared from powder;65;1,6;7,43;3,24;50;1,18
11710671;Infant formula, Enfamil Gentlease, ready-to-feed;9402;Formula, ready-to-feed;67;1,51;7,31;3,49;54;1,19
11710677;Infant formula, Enfamil Gentlease, powder, made with tap water;9404;Formula, prepared from powder;67;1,51;7,31;3,49;57;1,19
11710678;Infant formula, Enfamil Gentlease, powder, made with bottled water;9404;Formula, prepared from powder;67;1,51;7,31;3,49;63;1,19
11710679;Infant formula, Enfamil Gentlease, powder, made with baby water;9404;Formula, prepared from powder;67;1,51;7,31;3,49;54;1,19
11710689;Toddler formula, Enfamil Enfagrow;9404;Formula, prepared from powder;67;1,7;7;3,52;129;0,98
11710801;Toddler formula, PediaSure;9402;Formula, ready-to-feed;99;2,86;11,15;4,77;93;1,34
11710807;Toddler formula, Nido Kinder;9404;Formula, prepared from powder;62;1,72;6,43;3,32;121;1,06
11710810;Toddler formula, store brand, beginning or next stage;9404;Formula, prepared from powder;62;1,72;6,43;3,32;121;1,06
11710815;Toddler formula, store brand, pediatric shake;9404;Formula, prepared from powder;99;2,86;11,15;4,77;93;1,34
11710905;Infant formula, Gerber, NFS;9404;Formula, prepared from powder;65;1,49;7,26;3,33;50;1,03
11710911;Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed;9402;Formula, ready-to-feed;66;1,45;7,3;3,34;44;0,99
11710917;Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water;9404;Formula, prepared from powder;66;1,45;7,3;3,34;47;0,99
11710918;Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water;9404;Formula, prepared from powder;66;1,45;7,3;3,34;53;0,99
11710919;Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water;9404;Formula, prepared from powder;66;1,45;7,3;3,34;44;0,99
11710921;Infant formula, Gerber Good Start Gentle, Stage 2;9404;Formula, prepared from powder;66;1,45;7,3;3,34;44;0,99
11710930;Toddler formula, Gerber Good Start, Stage 3;9404;Formula, prepared from powder;62;1,72;6,43;3,32;121;1,06
11710935;Infant formula, premature, powder, made with water;9404;Formula, prepared from powder;71;1,96;7,34;3,78;79;1,25
11710945;Infant formula, premature, ready-to-feed;9402;Formula, ready-to-feed;71;1,96;7,34;3,78;79;1,25
11710954;Infant formula, organic, powder, made with water;9404;Formula, prepared from powder;66;1,38;7,12;3,56;51;1,19
11710955;Infant formula, organic, ready-to-feed;9402;Formula, ready-to-feed;66;1,38;7,12;3,56;51;1,19
11710967;Infant formula, store brand, advantage or tender, powder, made with tap water;9404;Formula, prepared from powder;66;1,38;7,12;3,56;54;1,19
11710968;Infant formula, store brand, advantage or tender, powder, made with bottled water;9404;Formula, prepared from powder;66;1,38;7,12;3,56;60;1,19
11710969;Infant formula, store brand, advantage or tender, powder, made with baby water;9404;Formula, prepared from powder;66;1,38;7,12;3,56;51;1,19
11710970;Infant formula, store brand, gentle or sensitivity;9404;Formula, prepared from powder;66;1,46;7,15;3,51;55;1,18
11710980;Infant formula, store brand, added rice;9404;Formula, prepared from powder;65;1,49;7,17;3,36;52;1,18
11720311;Infant formula, Enfamil ProSobee, ready-to-feed;9402;Formula, ready-to-feed;66;1,64;7,07;3,49;69;1,23
11720317;Infant formula, Enfamil ProSobee, powder, made with tap water;9404;Formula, prepared from powder;66;1,64;7,07;3,49;71;1,23
11720318;Infant formula, Enfamil ProSobee, powder, made with bottled water;9404;Formula, prepared from powder;66;1,64;7,07;3,49;77;1,23
11720319;Infant formula, Enfamil ProSobee, powder, made with baby water;9404;Formula, prepared from powder;66;1,64;7,07;3,49;69;1,23
11720411;Infant formula, Similac Isomil Soy, ready-to-feed;9402;Formula, ready-to-feed;65;1,58;6,73;3,53;68;1,16
11720417;Infant formula, Similac Isomil Soy, powder, made with tap water;9404;Formula, prepared from powder;65;1,58;6,73;3,53;70;1,16
11720418;Infant formula, Similac Isomil Soy, powder, made with bottled water;9404;Formula, prepared from powder;65;1,58;6,73;3,53;77;1,16
11720419;Infant formula, Similac Isomil Soy, powder, made with baby water;9404;Formula, prepared from powder;65;1,58;6,73;3,53;68;1,16
11720430;Infant formula, Similac for Diarrhea;9402;Formula, ready-to-feed;66;1,76;6,67;3,6;69;1,18
11720611;Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed;9402;Formula, ready-to-feed;64;1,6;7,12;3,28;67;1,15
11720617;Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water;9404;Formula, prepared from powder;64;1,6;7,12;3,28;70;1,15
11720618;Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water;9404;Formula, prepared from powder;64;1,6;7,12;3,28;76;1,15
11720619;Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water;9404;Formula, prepared from powder;64;1,6;7,12;3,28;67;1,15
11720809;Infant formula, store brand, soy;9404;Formula, prepared from powder;66;1,61;6,9;3,51;68;1,2
11740311;Infant formula, Enfamil Nutramigen, ready-to-feed;9402;Formula, ready-to-feed;67;1,82;6,94;3,49;61;1,18
11740313;Infant formula, Enfamil Nutramigen, powder, made with water;9404;Formula, prepared from powder;67;1,82;6,94;3,49;61;1,18
11740401;Infant formula, Enfamil Pregestimil, ready-to-feed;9402;Formula, ready-to-feed;67;1,81;6,76;3,62;61;1,16
11740403;Infant formula, Enfamil Pregestimil, powder, made with water;9404;Formula, prepared from powder;67;1,81;6,76;3,62;61;1,16
11740405;Infant formula, amino acids;9404;Formula, prepared from powder;66;1,8;7,21;3,36;61;1,16
11740560;Infant formula, low iron;9404;Formula, prepared from powder;66;1,43;6,9;3,6;36;0,44
11810000;Milk, dry, not reconstituted;9999;Not included in a food category;362;36,16;51,98;0,77;1257;0,32
11825000;Whey, sweet, dry;9999;Not included in a food category;353;12,93;74,46;1,07;796;0,88
11830150;Cocoa powder, not reconstituted;9999;Not included in a food category;228;19,6;57,9;13,7;128;13,86
11830160;Chocolate beverage powder, dry mix, not reconstituted;9999;Not included in a food category;400;4,55;90,28;2,27;455;0
11830165;Chocolate beverage powder, light, dry mix, not reconstituted;9999;Not included in a food category;350;9,09;68,31;4,5;909;3,27
11830260;Milk, malted, dry mix, not reconstituted;9999;Not included in a food category;372;0;92,96;0;909;16,36
11830400;Strawberry beverage powder, dry mix, not reconstituted;9999;Not included in a food category;389;0,1;99,1;0,2;4;0,44
12100100;Cream, NS as to light, heavy, or half and half;8008;Cream and cream substitutes;131;3,13;4,3;11,5;107;0,05
12110100;Cream, light;8008;Cream and cream substitutes;195;2,96;3,66;19,1;91;0,05
12120100;Cream, half and half;8008;Cream and cream substitutes;131;3,13;4,3;11,5;107;0,05
12120106;Cream, half and half, flavored;8008;Cream and cream substitutes;130;3,07;4,5;11,28;105;0,05
12120110;Cream, half and half, fat free;8008;Cream and cream substitutes;59;2,6;9;1,4;96;0
12130100;Cream, heavy;8008;Cream and cream substitutes;343;2,02;3,8;35,56;61;0
12140000;Cream, whipped;8006;Cream cheese, sour cream, whipped cream;346;1,9;9,49;33,45;57;0
12200100;Coffee creamer, NFS;8008;Cream and cream substitutes;136;1;11,38;9,97;9;0,03
12210200;Coffee creamer, liquid;8008;Cream and cream substitutes;136;1;11,38;9,97;9;0,03
12210210;Coffee creamer, liquid, flavored;8008;Cream and cream substitutes;251;0,69;35,07;13,5;6;0,59
12210260;Coffee creamer, liquid, fat free;8008;Cream and cream substitutes;71;0,8;9,1;3,5;1;0,56
12210270;Coffee creamer, liquid, fat free, flavored;8008;Cream and cream substitutes;154;0,6;31,72;2,7;1;0,43
12210280;Coffee creamer, liquid, fat free, sugar free, flavored;8008;Cream and cream substitutes;71;0,8;9,1;3,5;1;0,56
12210310;Coffee creamer, liquid, sugar free, flavored;8008;Cream and cream substitutes;71;0,8;9,1;3,5;1;0,56
12210400;Coffee creamer, powder;8008;Cream and cream substitutes;529;2,48;59,29;32,92;2;0,26
12210420;Coffee creamer, powder, flavored;8008;Cream and cream substitutes;482;0,68;75,42;21,47;5;0,63
12210430;Coffee creamer, powder, fat free;8008;Cream and cream substitutes;431;1,9;73,4;15,7;1;0,03
12210505;Coffee creamer,powder, sugar free, flavored;8008;Cream and cream substitutes;529;2,48;59,29;32,92;2;0,26
12210520;Coffee creamer, soy, liquid;8008;Cream and cream substitutes;136;1;11,38;9,97;9;0,03
12220200;Whipped topping;8006;Cream cheese, sour cream, whipped cream;318;1,25;23,05;25,31;6;0,12
12220270;Whipped topping, fat free;8006;Cream cheese, sour cream, whipped cream;224;3;23,6;13,1;71;0,1
12220280;Whipped topping, sugar free;8006;Cream cheese, sour cream, whipped cream;224;3;23,6;13,1;71;0,1
12310100;Sour cream, regular;8006;Cream cheese, sour cream, whipped cream;196;3,07;5,56;17,99;107;0
12310350;Sour cream, light;8006;Cream cheese, sour cream, whipped cream;136;3,5;7,1;10,6;141;0,07
12310370;Sour cream, fat free;8006;Cream cheese, sour cream, whipped cream;74;3,1;15,6;0;125;0
12320100;Sour cream, imitation;8006;Cream cheese, sour cream, whipped cream;208;2,4;6,63;19,52;3;0,39
12350010;Dip, NFS;8412;Dips, gravies, other sauces;432;2,55;3,94;45,18;79;0,32
12350200;Chipotle dip, regular;8412;Dips, gravies, other sauces;426;1,99;3,15;45,08;57;0,12
12350205;Chipotle dip, light;8412;Dips, gravies, other sauces;195;1,82;13,2;15,15;68;0,12
12350220;Onion dip, regular;8412;Dips, gravies, other sauces;346;2,15;3,92;35,77;65;0,1
12350225;Onion dip, light;8412;Dips, gravies, other sauces;166;2;11,87;12,36;74;0,1
12350230;Ranch dip, regular;8412;Dips, gravies, other sauces;432;2,55;3,94;45,18;79;0,32
12350235;Ranch dip, light;8412;Dips, gravies, other sauces;201;2,35;13,95;15,25;89;0,3
12350240;Spinach dip, regular;8412;Dips, gravies, other sauces;345;2,35;3,44;35,83;75;0,23
12350245;Spinach dip, light;8412;Dips, gravies, other sauces;165;2,2;11,42;12,41;84;0,22
12350250;Vegetable dip, regular;8412;Dips, gravies, other sauces;429;2,23;3,57;45,12;68;0,32
12350255;Vegetable dip, light;8412;Dips, gravies, other sauces;198;2,04;13,6;15,19;79;0,3
13110000;Ice cream, NFS;5802;Ice cream and frozen dairy desserts;221;3,57;26,36;11,3;124;0,3
13110100;Ice cream, vanilla;5802;Ice cream and frozen dairy desserts;207;3,5;23,6;11;128;0,09
13110102;Ice cream, vanilla, with additional ingredients;5802;Ice cream and frozen dairy desserts;242;3,67;30,51;11,76;118;0,61
