Food code;Main food description;WWEIA Category number;WWEIA Category description;Energy;Protein;Carbohydrate;Total Fat;Calcium;Iron
27315270;Stuffed grape leaves with beef and rice;3002;Meat mixed dishes;228;8,15;11,3;17,03;98;1,91
27315310;"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce";3002;Meat mixed dishes;130;5,78;14,69;5,23;24;0,94
27315320;"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce";3002;Meat mixed dishes;133;5,81;15,73;5,23;22;0,94
27315330;"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce";3002;Meat mixed dishes;147;8,58;15,54;5,51;97;1,09
27315340;"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce";3002;Meat mixed dishes;143;8,18;15,85;5,24;90;1,04
27315410;"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3002;Meat mixed dishes;131;5,77;15,01;5,18;14;1
27315420;"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3002;Meat mixed dishes;135;5,8;16,13;5,18;12;0,99
27315510;"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;143;10,56;7,9;7,7;24;1,24
27315520;"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;145;10,88;7,75;7,96;18;1,25
27317010;Pot pie, beef;3002;Meat mixed dishes;271;8,92;23,95;15,37;41;1,71
27317100;"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3002;Meat mixed dishes;127;6,15;11,7;6,36;73;1,17
27317110;"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3002;Meat mixed dishes;130;6,19;12,85;6,16;71;1,17
27319010;Stuffed green pepper, Puerto Rican style;3002;Meat mixed dishes;152;8,89;15,63;5,84;43;1,86
27320025;"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce";3002;Meat mixed dishes;151;8,42;18,31;4,91;16;1,23
27320027;"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce";3002;Meat mixed dishes;148;8,35;16,74;5,19;19;1,22
27320030;"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce";3002;Meat mixed dishes;155;9,18;15,32;6,42;97;1,02
27320040;"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce";3002;Meat mixed dishes;128;6,55;13,44;5,43;16;0,52
27320070;"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;125;6,48;13,75;5,02;18;1,16
27320080;"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;131;5,26;15,34;5,69;15;1,19
27320090;"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;127;5,22;14,19;5,69;17;1,19
27320100;"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;128;5,03;11,24;7,06;17;0,64
27320110;"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;127;5,12;12,28;6,64;14;0,63
27320120;"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3002;Meat mixed dishes;128;3,73;11,61;7,53;14;0,43
27320130;"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3002;Meat mixed dishes;128;3,78;12,78;7,12;12;0,43
27320140;"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3002;Meat mixed dishes;126;4,98;11,22;6,84;15;0,41
27320150;"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3002;Meat mixed dishes;126;5,03;12,37;6,43;13;0,41
27320210;"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce";3002;Meat mixed dishes;133;6,59;14,94;5,44;14;0,52
27320310;Pork chow mein or chop suey with noodles;3402;Fried rice and lo/chow mein;143;10,41;11,17;6,38;20;1,35
27320320;"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;144;9,96;7,9;7,89;27;0,81
27320330;"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;147;10,25;7,75;8,15;21;0,81
27320340;"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;129;5,61;14,96;5,07;17;1,03
27320350;"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;133;5,64;16,08;5,07;15;1,03
27320410;"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce";3002;Meat mixed dishes;126;5,56;15,02;5,06;12;0,56
27320450;"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce";3002;Meat mixed dishes;128;5,47;13,4;5,9;14;0,56
27320500;Sweet and sour pork with rice;3404;Stir-fry and soy-based sauce mixtures;187;9,81;16,46;8,83;24;1,19
27330050;"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3002;Meat mixed dishes;136;5,05;16,34;5,51;14;0,92
27330060;"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;130;5,13;15,15;5,31;17;1,15
27330080;"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy";3002;Meat mixed dishes;133;5,02;15,2;5,5;16;0,92
27330170;Stuffed grape leaves with lamb and rice;3002;Meat mixed dishes;271;8,17;11,89;21,52;105;1,83
27330210;Stew, lamb;3002;Meat mixed dishes;117;8,19;6,29;6,39;16;0,79
27335500;Stewed rabbit, Puerto Rican style,;3002;Meat mixed dishes;214;17,14;6,83;12,7;20;1,73
27336200;"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3002;Meat mixed dishes;127;5,95;11,17;6,5;13;0,92
27336250;"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3002;Meat mixed dishes;127;6,01;12,31;6,1;11;0,92
27336300;"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;130;7,43;13,64;5,11;16;1,67
27336310;"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce";3002;Meat mixed dishes;134;7,47;14,75;5,11;14;1,67
27341000;Chicken or turkey, potatoes, corn, and cheese, with gravy;3004;Poultry mixed dishes;123;4,51;13,27;6,11;41;0,43
27341010;"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce";3004;Poultry mixed dishes;129;6,16;13,29;5,97;16;0,45
27341020;"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce";3004;Poultry mixed dishes;132;6,21;14,81;5,7;13;0,45
27341025;"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3004;Poultry mixed dishes;123;4,72;11,17;6,82;14;0,36
27341030;"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3004;Poultry mixed dishes;127;4,75;12,27;6,82;12;0,36
27341035;"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce";3004;Poultry mixed dishes;126;4,79;11,08;7,12;23;0,35
27341040;"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce";3004;Poultry mixed dishes;126;4,84;12,14;6,75;22;0,35
27341045;"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce";3004;Poultry mixed dishes;129;7,54;11,71;5,93;96;0,44
27341050;"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce";3004;Poultry mixed dishes;133;7,57;12,86;5,93;94;0,44
27341055;"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3004;Poultry mixed dishes;124;4,81;11,09;7,02;15;0,58
27341060;"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce";3004;Poultry mixed dishes;128;4,84;12,18;7,03;13;0,58
27341330;Stew, chicken, with pasta;3004;Poultry mixed dishes;108;10,24;10,81;2,49;10;0,67
27341520;Stew, chicken;3004;Poultry mixed dishes;84;9,24;6,29;2,34;14;0,46
27343010;"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce";3004;Poultry mixed dishes;147;7,95;16,59;5,46;18;1,15
27343020;"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce";3004;Poultry mixed dishes;151;8;18,11;5,41;16;1,15
27343410;"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3004;Poultry mixed dishes;129;6,08;13,69;5,62;16;0,88
27343420;"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3004;Poultry mixed dishes;130;6,13;14,86;5,2;14;0,88
27343470;"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce";3004;Poultry mixed dishes;128;6,06;13,46;5,64;26;0,83
27343480;"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce";3004;Poultry mixed dishes;132;6,09;14,49;5,64;24;0,83
27343510;"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3004;Poultry mixed dishes;130;6,16;13,58;5,84;17;1,1
27343520;"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce";3004;Poultry mixed dishes;134;6,19;14,69;5,84;15;1,1
27343910;Chicken or turkey chow mein or chop suey with noodles;3402;Fried rice and lo/chow mein;131;9,91;11,15;5,43;19;1,25
27343950;"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce";3004;Poultry mixed dishes;145;8,9;14,16;5,97;99;0,97
27343960;"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce";3004;Poultry mixed dishes;149;8,93;15,32;5,97;97;0,97
27345010;"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce";3004;Poultry mixed dishes;150;6,78;18,2;5,47;17;0,98
27345020;"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce";3004;Poultry mixed dishes;151;6,85;19,78;4,96;14;0,98
27345210;"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3004;Poultry mixed dishes;132;5,21;14,89;5,66;15;0,75
27345220;"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3004;Poultry mixed dishes;135;5,25;16,03;5,46;13;0,75
27345230;Chicken or turkey, rice, corn, and cheese, with gravy;3004;Poultry mixed dishes;149;5,62;14,43;7,85;44;0,7
27345310;"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;131;9,36;7,95;6,92;26;0,69
27345320;"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;133;9,64;7,79;7,15;20;0,69
27345410;"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce";3004;Poultry mixed dishes;131;5,26;14,57;5,68;25;0,72
27345420;"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce";3004;Poultry mixed dishes;131;5,31;15,67;5,29;23;0,72
27345440;"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce";3004;Poultry mixed dishes;142;8,05;15,54;5,15;98;0,85
27345450;"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce";3004;Poultry mixed dishes;146;8,09;16,69;5,16;96;0,85
27345510;"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce";3004;Poultry mixed dishes;130;5,32;14,84;5,47;16;0,98
27345520;"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce";3004;Poultry mixed dishes;133;5,35;15,94;5,48;14;0,98
27347100;Pot pie, chicken;3004;Poultry mixed dishes;255;9,24;23,95;13,54;39;1,37
27347200;"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce";3004;Poultry mixed dishes;159;7,12;13,28;8,74;30;0,86
27347210;"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce";3004;Poultry mixed dishes;165;7,17;14,85;8,75;27;0,86
27347220;"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy";3004;Poultry mixed dishes;131;5,46;11,27;7,18;25;0,66
27347230;"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy";3004;Poultry mixed dishes;128;5,22;11,81;6,82;21;0,63
27347240;"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy";3004;Poultry mixed dishes;127;5,59;11,62;6,64;73;0,92
27347250;"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy";3004;Poultry mixed dishes;128;5,65;12,8;6,22;71;0,92
27348100;Chicken fricassee, Puerto Rican style;3004;Poultry mixed dishes;172;12,13;7,17;10,65;18;0,77
27350020;Paella with seafood;3202;Rice mixed dishes;143;8,03;16,44;4,76;18;1,2
27350050;Shrimp chow mein or chop suey with noodles;3402;Fried rice and lo/chow mein;117;9,05;11,37;4,03;42;1,11
27350060;Shrimp creole, with rice;3006;Seafood mixed dishes;123;10,12;11,92;3,64;77;1,58
27350080;Tuna noodle casserole with vegetables, cream or white sauce;3006;Seafood mixed dishes;149;8,99;14,16;6,22;56;1,26
27350090;"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce";3006;Seafood mixed dishes;137;8,35;14,16;5,22;99;0,94
27350100;"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce";3006;Seafood mixed dishes;141;8,39;15,32;5,22;97;0,94
27350110;Soup, bouillabaisse;3006;Seafood mixed dishes;67;8,25;1,59;3,05;17;0,5
27350410;Tuna noodle casserole with vegetables and mushroom sauce;3006;Seafood mixed dishes;124;8,11;12,96;4,46;34;1,15
27351010;Codfish with starchy vegetables, Puerto Rican style;3006;Seafood mixed dishes;135;3,53;18,46;5,43;30;0,51
27351040;Biscayne codfish, Puerto Rican style;3006;Seafood mixed dishes;190;9,2;11,06;12,24;23;0,87
27360000;Stew, NFS;3002;Meat mixed dishes;99;8,93;6,29;4,11;16;0,8
27360080;Chow mein or chop suey, NS as to type of meat, with noodles;3402;Fried rice and lo/chow mein;131;9,91;11,15;5,43;19;1,25
27360090;Paella, NFS;3202;Rice mixed dishes;169;9,53;15,77;7,17;19;1,27
27360120;Chow mein or chop suey, various types of meat, with noodles;3402;Fried rice and lo/chow mein;134;10,36;11,16;5,57;19;1,49
27362000;Stewed tripe, with potatoes, Puerto Rican style;3002;Meat mixed dishes;109;8,56;9,49;4,05;43;0,84
27363000;Gumbo with rice;3006;Seafood mixed dishes;89;8,16;6,55;3,43;26;0,64
27363100;Jambalaya with meat and rice;3202;Rice mixed dishes;161;13,76;8,65;7,97;24;1,11
27410210;"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce";3002;Meat mixed dishes;116;11,41;3;6,73;19;1,14
27410220;"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce";3002;Meat mixed dishes;121;10,03;5,16;7,09;12;0,99
27410250;Beef shish kabob with vegetables, excluding potatoes;3002;Meat mixed dishes;122;14,8;5,06;4,88;14;1,31
27411100;"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce";3002;Meat mixed dishes;110;8,24;4,48;6,99;19;1,22
27411120;Swiss steak;3002;Meat mixed dishes;115;15,48;3,67;4,42;24;1,76
27411150;Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce;3002;Meat mixed dishes;195;20,56;6,61;9,08;13;2,21
27411200;"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce";3002;Meat mixed dishes;115;7,67;5,96;7,18;14;1,12
27414100;"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce";3002;Meat mixed dishes;115;7,8;5,24;7,16;33;0,75
27414200;"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce";3002;Meat mixed dishes;121;7,85;6,97;7,16;30;0,75
27415100;"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;144;11,72;4,65;8,81;26;1,23
27415110;Beef and broccoli;3404;Stir-fry and soy-based sauce mixtures;160;10,43;5,09;10,63;33;1,23
27415120;"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;115;7,3;4,75;7,68;48;0,97
27415130;Szechuan beef;3404;Stir-fry and soy-based sauce mixtures;105;7,08;7,29;5,3;22;1,11
27415140;Hunan beef;3404;Stir-fry and soy-based sauce mixtures;105;7,08;7,29;5,3;22;1,11
27415150;Beef chow mein or chop suey, no noodles;3402;Fried rice and lo/chow mein;82;10,76;3,85;2,61;22;1,23
27415170;Kung Pao beef;3404;Stir-fry and soy-based sauce mixtures;216;17,93;4,55;14,44;16;1,57
27415200;"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;147;12,13;4,34;9,15;19;1,25
27415220;"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;117;7,52;4,45;7,96;42;0,98
27416100;Beef and vegetables, Hawaiian style;3002;Meat mixed dishes;93;4,79;14,24;2,24;47;1,1
27416150;Pepper steak;3002;Meat mixed dishes;145;11,88;4,34;9,12;17;1,24
27416200;Beef, ground, with egg and onion;3002;Meat mixed dishes;228;21,86;1,05;14,54;26;2,12
27416250;Beef salad;3002;Meat mixed dishes;261;17,85;2,9;19,32;20;1,58
27416300;Beef taco filling: beef, cheese, tomato, taco sauce;3502;Burritos and tacos;181;12,97;6,37;11,32;130;1,12
27416400;Stir fried beef and vegetables in soy sauce;3404;Stir-fry and soy-based sauce mixtures;102;10,73;4,44;4,81;21;1,24
27416450;"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy";3002;Meat mixed dishes;115;8,06;4,5;7,34;17;0,82
27416500;"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy";3002;Meat mixed dishes;122;8,11;6,47;7,34;13;0,81
27418410;Beef steak with onions, Puerto Rican style;3002;Meat mixed dishes;321;20,92;3,89;24,12;17;2,01
27420010;Cabbage with ham hocks;3002;Meat mixed dishes;75;7,75;4,9;2,58;32;0,43
27420020;Ham or pork salad;3002;Meat mixed dishes;230;13,26;2,83;18,09;16;0,58
27420040;Frankfurters or hot dogs and sauerkraut;3002;Meat mixed dishes;198;7,56;3,42;17,31;21;1,27
27420060;"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce";3002;Meat mixed dishes;123;11,2;3,14;7,27;24;0,67
27420080;Greens with ham or pork;6411;Other dark green vegetables;47;4,91;4,68;1,41;205;1,1
27420100;"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce";3404;Stir-fry and soy-based sauce mixtures;116;7;4,75;7,77;49;0,76
27420110;Pork and vegetables, Hawaiian style;3404;Stir-fry and soy-based sauce mixtures;89;7,43;6,97;3,64;26;0,63
27420120;Pork and watercress with soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;190;14,88;3,35;12,68;24;0,82
27420150;Kung Pao pork;3404;Stir-fry and soy-based sauce mixtures;219;16,89;4,55;14,76;22;0,84
27420160;Moo Shu pork, without Chinese pancake;3404;Stir-fry and soy-based sauce mixtures;153;10,41;4,01;10,7;43;1,12
27420170;Pork and onions with soy-based sauce;3404;Stir-fry and soy-based sauce mixtures;149;11,06;5,43;9,14;24;0,66
27420200;Pork hash;3002;Meat mixed dishes;186;12,94;1,96;13,66;20;0,9
27420250;"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce";3002;Meat mixed dishes;115;7,45;2,59;8,28;17;0,63
27420270;"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce";3002;Meat mixed dishes;120;7,56;5,12;7,83;13;0,63
27420350;"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce";3002;Meat mixed dishes;124;10,07;5,52;7,03;17;0,6
27420370;"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;118;7,21;4,45;8,05;44;0,76
27420390;Pork chow mein or chop suey, no noodles;3402;Fried rice and lo/chow mein;98;10,34;3,85;4,3;23;0,64
27420400;"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce";3002;Meat mixed dishes;111;7,76;4,48;7,13;21;0,88
27420410;"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce";3002;Meat mixed dishes;118;7,81;6,44;7,14;18;0,88
27420450;"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce";3002;Meat mixed dishes;113;5,56;4,94;8,34;20;0,92
27420460;"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce";3002;Meat mixed dishes;120;5,62;6,94;8,34;16;0,92
27420470;Sausage and peppers, no sauce;3002;Meat mixed dishes;247;13,99;3,26;19,87;11;1,09
27420500;"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;145;11,02;4,65;9,03;29;0,74
27420510;"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;149;11,4;4,34;9,37;23;0,74
27420520;Pork shish kabob with vegetables, excluding potatoes;3002;Meat mixed dishes;124;13,87;5,06;5,17;19;0,66
27430610;Lamb shish kabob with vegetables, excluding potatoes;3002;Meat mixed dishes;162;12,02;5,06;10,28;18;1,02
27440110;"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce";3004;Poultry mixed dishes;118;9,66;2,88;7,78;21;0,5
27440120;"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce";3004;Poultry mixed dishes;123;8,72;5,08;7,96;14;0,45
27440130;Chicken or turkey shish kabob with vegetables, excluding potatoes;3004;Poultry mixed dishes;104;13,04;5,06;3,69;17;0,5
27441120;Chicken or turkey creole, without rice;3004;Poultry mixed dishes;103;13,8;2,99;4,22;24;0,72
27442110;"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy";3004;Poultry mixed dishes;112;7,1;4,47;7,44;19;0,4
27442120;"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy";3004;Poultry mixed dishes;119;7,16;6,43;7,45;15;0,39
27443110;"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce";3004;Poultry mixed dishes;187;9,41;6,76;13,8;63;0,63
27443120;"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce";3004;Poultry mixed dishes;181;9,57;6,31;13,34;60;0,7
27443150;Chicken or turkey divan;3004;Poultry mixed dishes;140;15,51;4,01;7,26;97;0,71
27445110;"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;95;8,18;5,38;4,56;20;0,56
27445120;"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce";3404;Stir-fry and soy-based sauce mixtures;133;10,7;4,39;8,22;22;0,6
27445125;"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce";3004;Poultry mixed dishes;113;7,23;4,42;7,8;20;0,79
27445130;"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce";3004;Poultry mixed dishes;120;7,28;6,35;7,81;17;0,79
27445150;General Tso chicken;3404;Stir-fry and soy-based sauce mixtures;295;12,9;23,99;16,36;12;1,16
27445180;Moo Goo Gai Pan;3404;Stir-fry and soy-based sauce mixtures;69;7,11;4,87;2,44;11;0,42
27445220;Kung pao chicken;3404;Stir-fry and soy-based sauce mixtures;129;9,76;6,87;6,98;20;0,76
27445250;Almond chicken;3404;Stir-fry and soy-based sauce mixtures;195;15,66;4,46;13,16;36;0,82
27446100;Chicken or turkey chow mein or chop suey, no noodles;3402;Fried rice and lo/chow mein;83;9,78;3,84;3,23;21;0,52
27446200;Chicken or turkey salad, made with mayonnaise;3004;Poultry mixed dishes;235;13,92;2,88;18,76;20;0,46
27446205;Chicken or turkey salad with nuts and/or fruits;3004;Poultry mixed dishes;235;12,51;6,11;17,91;31;0,6
27446220;Chicken or turkey salad with egg;3004;Poultry mixed dishes;228;13,81;2,73;18,06;22;0,53
27446225;Chicken or turkey salad, made with light mayonnaise;3004;Poultry mixed dishes;146;13,55;4,76;8,15;19;0,44
27446230;Chicken or turkey salad, made with mayonnaise-type salad dressing;3004;Poultry mixed dishes;148;13,68;5,95;7,95;19;0,44
27446235;Chicken or turkey salad, made with light mayonnaise-type salad dressing;3004;Poultry mixed dishes;146;13,55;4,76;8,15;19;0,44
27446240;Chicken or turkey salad, made with creamy dressing;3004;Poultry mixed dishes;188;13,76;4,02;13,09;24;0,48
27446245;Chicken or turkey salad, made with light creamy dressing;3004;Poultry mixed dishes;128;13,75;4,28;6,36;19;0,44
27446250;Chicken or turkey salad, made with Italian dressing;3004;Poultry mixed dishes;146;13,62;5,37;7,84;21;0,47
27446255;Chicken or turkey salad, made with light Italian dressing;3004;Poultry mixed dishes;116;13,56;4,93;4,71;21;0,47
27446260;Chicken or turkey salad, made with any type of fat free dressing;3004;Poultry mixed dishes;111;13,32;6,28;3,81;19;0,44
27446300;Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing;3004;Poultry mixed dishes;64;10,1;3,04;1,33;25;0,36
27446310;Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing;3004;Poultry mixed dishes;66;10,85;2,62;1,41;25;0,37
